review_id,order_id,review_score,review_comment,estimated_delivery_date,actual_delivery_date,review_date
R001405,O001989,4,"Excellent quality, will buy again.",2024-04-08,2024-04-07,2024-04-10
R001406,O001990,5,"Great product, fast delivery!",2024-10-05,2024-10-05,2024-10-09
R001407,O001991,5,"Excellent quality, will buy again.",2023-08-16,2023-08-15,2023-08-17
R001408,O001992,4,"Great product, fast delivery!",2024-05-01,2024-04-29,2024-05-03
R001409,O001993,4,Exactly as described. Very happy.,2024-02-06,2024-02-06,2024-02-09
R001410,O001995,5,Loved it!,2024-05-01,2024-04-29,2024-05-02
R001411,O001996,5,"Excellent quality, will buy again.",2024-02-20,2024-02-20,2024-02-22
R001412,O001997,5,Good value for money.,2023-11-22,2023-11-22,2023-11-25
R001413,O001999,4,Loved it!,2024-06-10,2024-06-08,2024-06-10
R001414,O002000,5,"Great product, fast delivery!",2023-07-01,2023-07-01,2023-07-03
R001415,O002001,4,Loved it!,2024-05-28,2024-05-27,2024-05-28
R001416,O002004,3,"Product is okay, average quality.",2024-06-13,2024-06-15,2024-06-16
R001417,O002005,4,Decent but packaging could improve.,2023-06-24,2023-06-27,2023-06-28
R001418,O002006,3,Delivery took longer than expected.,2023-02-11,2023-02-14,2023-02-17
R001419,O002007,4,Loved it!,2023-04-13,2023-04-11,2023-04-15
R001420,O002008,5,Good value for money.,2024-03-03,2024-03-03,2024-03-06
R001421,O002009,2,"Product is okay, average quality.",2024-10-20,2024-10-21,2024-10-25
R001422,O002010,5,"Excellent quality, will buy again.",2023-03-02,2023-03-01,2023-03-03
R001423,O002011,4,Delivery took longer than expected.,2024-06-14,2024-06-15,2024-06-16
R001424,O002013,4,Good value for money.,2023-12-21,2023-12-19,2023-12-21
R001425,O002014,4,Decent but packaging could improve.,2024-11-14,2024-11-17,2024-11-21
R001426,O002015,5,"Excellent quality, will buy again.",2023-09-17,2023-09-17,2023-09-18
R001427,O002016,3,"Works fine, nothing special.",2023-11-27,2023-11-28,2023-11-29
R001428,O002017,4,Exactly as described. Very happy.,2023-01-17,2023-01-15,2023-01-17
R001429,O002019,5,Loved it!,2023-07-28,2023-07-28,2023-08-01
R001430,O002020,4,"Works fine, nothing special.",2023-01-16,2023-01-19,2023-01-23
R001431,O002021,5,Exactly as described. Very happy.,2024-03-27,2024-03-25,2024-03-27
R001432,O002022,4,"Works fine, nothing special.",2023-11-14,2023-11-17,2023-11-18
R001433,O002023,3,"Product is okay, average quality.",2024-01-15,2024-01-18,2024-01-19
R001434,O002024,5,Exactly as described. Very happy.,2023-05-08,2023-05-06,2023-05-10
R001435,O002025,5,"Excellent quality, will buy again.",2023-08-26,2023-08-24,2023-08-26
R001436,O002026,3,"Product is okay, average quality.",2024-05-05,2024-05-07,2024-05-09
R001437,O002027,5,Good value for money.,2024-12-16,2024-12-16,2024-12-17
R001438,O002028,4,Loved it!,2023-02-19,2023-02-18,2023-02-19
R001439,O002030,4,"Works fine, nothing special.",2024-02-19,2024-02-21,2024-02-24
R001440,O002031,3,Decent but packaging could improve.,2024-01-23,2024-01-25,2024-01-29
R001441,O002032,4,"Great product, fast delivery!",2023-12-25,2023-12-25,2023-12-29
R001442,O002033,2,Delivery took longer than expected.,2023-02-08,2023-02-09,2023-02-13
R001443,O002036,5,Loved it!,2023-09-27,2023-09-26,2023-09-27
R001444,O002038,4,Delivery took longer than expected.,2023-10-28,2023-10-29,2023-11-02
R001445,O002040,5,Loved it!,2024-05-28,2024-05-26,2024-05-27
R001446,O002041,4,Delivery took longer than expected.,2023-09-03,2023-09-04,2023-09-06
R001447,O002042,4,Exactly as described. Very happy.,2023-12-28,2023-12-27,2023-12-31
R001448,O002043,5,Good value for money.,2024-05-20,2024-05-18,2024-05-20
R001449,O002045,1,"Very late delivery, disappointed.",2024-07-30,2024-08-05,2024-08-09
R001450,O002048,3,Decent but packaging could improve.,2024-12-09,2024-12-11,2024-12-12
R001451,O002049,3,Decent but packaging could improve.,2023-08-30,2023-08-30,2023-09-01
R001452,O002050,4,"Product is okay, average quality.",2023-01-29,2023-01-30,2023-02-02
R001453,O002051,3,Decent but packaging could improve.,2023-07-24,2023-07-25,2023-07-26
R001454,O002052,3,"Works fine, nothing special.",2023-06-20,2023-06-21,2023-06-25
R001455,O002053,5,Loved it!,2024-04-13,2024-04-11,2024-04-14
R001456,O002054,5,"Great product, fast delivery!",2024-03-13,2024-03-11,2024-03-15
R001457,O002055,5,Good value for money.,2024-03-03,2024-03-03,2024-03-04
R001458,O002057,3,Decent but packaging could improve.,2024-06-23,2024-06-26,2024-06-30
R001459,O002058,4,"Excellent quality, will buy again.",2023-09-02,2023-09-02,2023-09-03
R001460,O002059,4,"Works fine, nothing special.",2024-04-22,2024-04-25,2024-04-27
R001461,O002061,5,"Great product, fast delivery!",2023-09-13,2023-09-11,2023-09-13
R001462,O002062,2,Decent but packaging could improve.,2023-04-27,2023-04-29,2023-05-03
R001463,O002067,5,"Excellent quality, will buy again.",2023-03-18,2023-03-17,2023-03-21
R001464,O002068,3,Delivery took longer than expected.,2023-10-30,2023-10-31,2023-11-01
R001465,O002069,5,Good value for money.,2024-06-25,2024-06-23,2024-06-27
R001466,O002070,2,Not worth the price.,2024-07-09,2024-07-13,2024-07-15
R001467,O002071,4,Exactly as described. Very happy.,2023-04-08,2023-04-06,2023-04-09
R001468,O002072,4,Delivery took longer than expected.,2023-01-31,2023-02-03,2023-02-04
R001469,O002074,4,Exactly as described. Very happy.,2023-09-26,2023-09-25,2023-09-26
R001470,O002075,5,Exactly as described. Very happy.,2023-07-29,2023-07-29,2023-08-01
R001471,O002076,5,"Great product, fast delivery!",2023-01-27,2023-01-25,2023-01-28
R001472,O002077,2,"Product is okay, average quality.",2024-01-21,2024-01-23,2024-01-24
R001473,O002079,3,"Works fine, nothing special.",2024-12-31,2025-01-02,2025-01-06
R001474,O002080,4,Loved it!,2024-01-12,2024-01-11,2024-01-15
R001475,O002081,5,Good value for money.,2023-12-29,2023-12-29,2023-12-30
R001476,O002082,5,"Great product, fast delivery!",2023-03-19,2023-03-18,2023-03-20
R001477,O002083,4,Loved it!,2024-01-12,2024-01-11,2024-01-13
R001478,O002084,3,"Product is okay, average quality.",2023-10-23,2023-10-21,2023-10-22
R001479,O002085,4,Exactly as described. Very happy.,2024-02-27,2024-02-26,2024-02-28
R001480,O002086,4,Delivery took longer than expected.,2023-10-16,2023-10-18,2023-10-19
R001481,O002088,4,Decent but packaging could improve.,2023-03-27,2023-03-30,2023-03-31
R001482,O002089,3,"Works fine, nothing special.",2023-08-12,2023-08-14,2023-08-17
R001483,O002090,3,"Works fine, nothing special.",2023-03-14,2023-03-15,2023-03-17
R001484,O002092,3,Delivery took longer than expected.,2024-12-11,2024-12-14,2024-12-17
R001485,O002093,2,"Works fine, nothing special.",2023-11-05,2023-11-07,2023-11-09
R001486,O002094,3,Delivery took longer than expected.,2024-01-06,2024-01-06,2024-01-10
R001487,O002095,2,"Works fine, nothing special.",2024-10-27,2024-10-30,2024-10-31
R001488,O002096,5,"Excellent quality, will buy again.",2024-12-12,2024-12-11,2024-12-13
R001489,O002098,1,Product quality not as expected.,2024-08-05,2024-08-10,2024-08-13
R001490,O002099,4,Good value for money.,2023-08-08,2023-08-08,2023-08-12
R001491,O002101,5,"Excellent quality, will buy again.",2023-10-22,2023-10-20,2023-10-23
R001492,O002102,4,Decent but packaging could improve.,2024-04-20,2024-04-23,2024-04-24
R001493,O002104,5,Loved it!,2023-08-15,2023-08-13,2023-08-15
R001494,O002105,4,"Great product, fast delivery!",2023-04-05,2023-04-05,2023-04-09
R001495,O002106,4,"Product is okay, average quality.",2024-03-25,2024-03-26,2024-03-27
R001496,O002107,3,Delivery took longer than expected.,2023-04-22,2023-04-21,2023-04-25
R001497,O002108,4,Good value for money.,2024-02-14,2024-02-14,2024-02-15
R001498,O002109,5,Good value for money.,2024-05-20,2024-05-19,2024-05-20
R001499,O002110,5,Good value for money.,2024-05-27,2024-05-26,2024-05-30
R001500,O002112,4,Decent but packaging could improve.,2024-10-29,2024-10-31,2024-11-03
R001501,O002113,4,"Great product, fast delivery!",2023-12-12,2023-12-11,2023-12-13
R001502,O002114,3,Delivery took longer than expected.,2024-06-09,2024-06-09,2024-06-12
R001503,O002115,4,"Great product, fast delivery!",2024-03-10,2024-03-09,2024-03-11
R001504,O002116,4,Good value for money.,2023-05-11,2023-05-10,2023-05-11
R001505,O002120,4,"Great product, fast delivery!",2024-03-28,2024-03-28,2024-03-30
R001506,O002121,4,Loved it!,2024-10-14,2024-10-12,2024-10-13
R001507,O002123,3,"Works fine, nothing special.",2023-04-17,2023-04-18,2023-04-19
R001508,O002125,5,Loved it!,2023-03-11,2023-03-09,2023-03-11
R001509,O002127,5,Good value for money.,2024-02-16,2024-02-14,2024-02-15
R001510,O002128,5,Good value for money.,2024-01-15,2024-01-15,2024-01-16
R001511,O002129,5,Loved it!,2023-03-29,2023-03-27,2023-03-29
R001512,O002130,3,Delivery took longer than expected.,2023-02-20,2023-02-21,2023-02-24
R001513,O002133,2,Delivery took longer than expected.,2024-01-25,2024-01-26,2024-01-29
R001514,O002135,4,"Excellent quality, will buy again.",2024-03-07,2024-03-05,2024-03-08
R001515,O002136,1,"Very late delivery, disappointed.",2024-09-11,2024-09-18,2024-09-20
R001516,O002137,4,"Product is okay, average quality.",2023-02-22,2023-02-24,2023-02-25
R001517,O002138,5,"Great product, fast delivery!",2023-12-08,2023-12-08,2023-12-11
R001518,O002139,4,Delivery took longer than expected.,2024-05-16,2024-05-19,2024-05-21
R001519,O002140,3,"Product is okay, average quality.",2023-07-11,2023-07-14,2023-07-18
R001520,O002141,5,Exactly as described. Very happy.,2023-08-09,2023-08-09,2023-08-13
R001521,O002142,3,Decent but packaging could improve.,2024-03-11,2024-03-13,2024-03-17
R001522,O002143,2,Decent but packaging could improve.,2024-11-28,2024-11-30,2024-12-01
R001523,O002144,2,"Very late delivery, disappointed.",2024-08-30,2024-09-09,2024-09-12
R001524,O002145,3,Delivery took longer than expected.,2024-02-20,2024-02-22,2024-02-23
R001525,O002146,5,"Great product, fast delivery!",2024-06-27,2024-06-26,2024-06-29
R001526,O002147,3,Decent but packaging could improve.,2023-09-08,2023-09-09,2023-09-12
R001527,O002148,4,"Excellent quality, will buy again.",2024-03-29,2024-03-28,2024-04-01
R001528,O002149,2,"Works fine, nothing special.",2023-12-03,2023-12-06,2023-12-09
R001529,O002150,2,Decent but packaging could improve.,2023-05-10,2023-05-11,2023-05-12
R001530,O002151,5,Good value for money.,2024-05-08,2024-05-07,2024-05-10
R001531,O002152,4,"Works fine, nothing special.",2024-01-25,2024-01-27,2024-01-28
R001532,O002153,5,Loved it!,2023-09-30,2023-09-29,2023-09-30
R001533,O002155,3,Decent but packaging could improve.,2023-01-22,2023-01-23,2023-01-24
R001534,O002156,2,"Works fine, nothing special.",2023-08-29,2023-09-01,2023-09-04
R001535,O002157,5,Good value for money.,2023-02-25,2023-02-23,2023-02-24
R001536,O002158,5,Good value for money.,2024-06-15,2024-06-14,2024-06-18
R001537,O002160,3,"Product is okay, average quality.",2023-08-31,2023-08-30,2023-08-31
R001538,O002165,4,"Works fine, nothing special.",2023-11-14,2023-11-15,2023-11-17
R001539,O002167,3,"Product is okay, average quality.",2023-07-17,2023-07-20,2023-07-21
R001540,O002168,4,"Works fine, nothing special.",2023-04-17,2023-04-19,2023-04-22
R001541,O002169,2,"Product is okay, average quality.",2024-02-14,2024-02-15,2024-02-17
R001542,O002171,5,Good value for money.,2023-11-02,2023-11-01,2023-11-02
R001543,O002173,3,"Product is okay, average quality.",2023-09-20,2023-09-20,2023-09-21
R001544,O002174,3,Decent but packaging could improve.,2023-12-08,2023-12-09,2023-12-13
R001545,O002175,3,Decent but packaging could improve.,2023-05-14,2023-05-16,2023-05-20
R001546,O002176,3,Decent but packaging could improve.,2024-04-18,2024-04-20,2024-04-21
R001547,O002177,4,"Excellent quality, will buy again.",2025-01-04,2025-01-02,2025-01-06
R001548,O002178,5,"Great product, fast delivery!",2023-11-12,2023-11-10,2023-11-14
R001549,O002179,3,"Product is okay, average quality.",2023-09-25,2023-09-23,2023-09-27
R001550,O002180,5,Good value for money.,2023-10-27,2023-10-26,2023-10-29
R001551,O002182,2,Delivery took longer than expected.,2024-11-13,2024-11-15,2024-11-17
R001552,O002185,2,"Product is okay, average quality.",2024-04-30,2024-05-01,2024-05-02
R001553,O002186,4,"Product is okay, average quality.",2023-11-06,2023-11-07,2023-11-11
R001554,O002187,3,Decent but packaging could improve.,2024-04-05,2024-04-03,2024-04-04
R001555,O002189,3,Received a damaged item.,2024-08-12,2024-08-16,2024-08-19
R001556,O002190,5,Exactly as described. Very happy.,2024-12-19,2024-12-17,2024-12-20
R001557,O002192,4,Decent but packaging could improve.,2024-12-11,2024-12-12,2024-12-14
R001558,O002193,4,Loved it!,2023-04-29,2023-04-28,2023-05-01
R001559,O002194,2,Decent but packaging could improve.,2023-12-24,2023-12-27,2023-12-30
R001560,O002196,5,Loved it!,2024-03-04,2024-03-03,2024-03-04
R001561,O002197,2,"Product is okay, average quality.",2023-10-13,2023-10-16,2023-10-18
R001562,O002198,5,"Excellent quality, will buy again.",2023-09-08,2023-09-08,2023-09-09
R001563,O002201,4,Loved it!,2023-05-10,2023-05-10,2023-05-12
R001564,O002202,3,"Works fine, nothing special.",2024-06-18,2024-06-21,2024-06-24
R001565,O002203,4,"Works fine, nothing special.",2023-06-10,2023-06-13,2023-06-14
R001566,O002204,4,"Works fine, nothing special.",2023-02-19,2023-02-22,2023-02-24
R001567,O002206,2,Delivery took longer than expected.,2024-02-29,2024-03-01,2024-03-04
R001568,O002208,3,Delivery took longer than expected.,2024-02-27,2024-03-01,2024-03-04
R001569,O002209,4,Delivery took longer than expected.,2023-09-26,2023-09-29,2023-10-01
R001570,O002210,1,Received a damaged item.,2024-09-01,2024-09-10,2024-09-12
R001571,O002212,2,"Works fine, nothing special.",2023-04-02,2023-04-03,2023-04-07
R001572,O002213,3,"Product is okay, average quality.",2024-01-19,2024-01-19,2024-01-21
R001573,O002214,3,Delivery took longer than expected.,2024-11-16,2024-11-18,2024-11-19
R001574,O002215,4,"Works fine, nothing special.",2023-10-16,2023-10-18,2023-10-22
R001575,O002216,4,"Product is okay, average quality.",2023-08-16,2023-08-17,2023-08-20
R001576,O002217,3,"Product is okay, average quality.",2023-04-29,2023-05-01,2023-05-05
R001577,O002218,4,Good value for money.,2023-04-20,2023-04-20,2023-04-22
R001578,O002219,3,"Product is okay, average quality.",2023-11-06,2023-11-09,2023-11-13
R001579,O002220,3,"Product is okay, average quality.",2024-02-15,2024-02-15,2024-02-19
R001580,O002221,4,Exactly as described. Very happy.,2023-03-25,2023-03-25,2023-03-29
R001581,O002223,4,Delivery took longer than expected.,2024-07-04,2024-07-05,2024-07-09
R001582,O002225,1,Received a damaged item.,2024-09-18,2024-09-22,2024-09-25
R001583,O002226,4,"Product is okay, average quality.",2023-03-15,2023-03-16,2023-03-18
R001584,O002227,5,"Excellent quality, will buy again.",2023-12-25,2023-12-25,2023-12-29
R001585,O002228,4,"Works fine, nothing special.",2024-03-28,2024-03-31,2024-04-04
R001586,O002229,1,Received a damaged item.,2024-09-23,2024-10-01,2024-10-03
R001587,O002230,1,"Very late delivery, disappointed.",2024-08-01,2024-08-09,2024-08-11
R001588,O002231,4,"Great product, fast delivery!",2023-07-20,2023-07-18,2023-07-19
R001589,O002232,5,"Great product, fast delivery!",2025-01-01,2024-12-30,2024-12-31
R001590,O002234,4,"Product is okay, average quality.",2024-10-09,2024-10-10,2024-10-14
R001591,O002236,4,"Works fine, nothing special.",2023-05-31,2023-06-02,2023-06-04
R001592,O002237,5,Loved it!,2024-05-09,2024-05-09,2024-05-10
R001593,O002238,3,Delivery took longer than expected.,2023-02-18,2023-02-16,2023-02-17
R001594,O002239,4,Delivery took longer than expected.,2023-10-11,2023-10-14,2023-10-16
R001595,O002240,4,"Works fine, nothing special.",2023-12-09,2023-12-12,2023-12-13
R001596,O002241,4,Delivery took longer than expected.,2024-02-27,2024-02-28,2024-03-01
R001597,O002242,4,"Great product, fast delivery!",2024-11-28,2024-11-26,2024-11-29
R001598,O002243,3,"Product is okay, average quality.",2024-04-10,2024-04-12,2024-04-16
R001599,O002244,2,Delivery took longer than expected.,2023-12-09,2023-12-12,2023-12-16
R001600,O002247,5,Good value for money.,2023-01-08,2023-01-08,2023-01-09
R001601,O002248,5,"Great product, fast delivery!",2024-12-31,2024-12-30,2025-01-01
R001602,O002249,4,Good value for money.,2023-03-19,2023-03-17,2023-03-19
R001603,O002252,4,"Works fine, nothing special.",2023-04-10,2023-04-12,2023-04-15
R001604,O002253,3,"Works fine, nothing special.",2023-11-07,2023-11-08,2023-11-09
R001605,O002254,4,"Excellent quality, will buy again.",2024-03-28,2024-03-26,2024-03-28
R001606,O002255,4,"Great product, fast delivery!",2023-10-21,2023-10-21,2023-10-25
R001607,O002256,3,Delivery took longer than expected.,2023-02-27,2023-02-28,2023-03-03
R001608,O002257,3,"Works fine, nothing special.",2024-02-06,2024-02-07,2024-02-11
R001609,O002258,4,"Excellent quality, will buy again.",2024-11-17,2024-11-15,2024-11-17
R001610,O002259,4,"Product is okay, average quality.",2023-10-11,2023-10-13,2023-10-15
R001611,O002260,4,"Excellent quality, will buy again.",2023-06-19,2023-06-19,2023-06-21
R001612,O002261,4,"Product is okay, average quality.",2023-11-25,2023-11-26,2023-11-28
R001613,O002262,3,Delivery took longer than expected.,2023-02-13,2023-02-15,2023-02-19
R001614,O002265,4,Decent but packaging could improve.,2024-03-03,2024-03-05,2024-03-07
R001615,O002267,3,Product quality not as expected.,2024-08-25,2024-09-02,2024-09-06
R001616,O002270,4,Exactly as described. Very happy.,2024-03-17,2024-03-17,2024-03-20
R001617,O002271,1,Not worth the price.,2024-07-20,2024-07-29,2024-08-02
R001618,O002272,3,"Product is okay, average quality.",2024-03-03,2024-03-01,2024-03-04
R001619,O002273,4,"Great product, fast delivery!",2023-12-01,2023-11-30,2023-12-04
R001620,O002274,4,Loved it!,2024-12-23,2024-12-21,2024-12-22
R001621,O002277,3,"Works fine, nothing special.",2023-06-10,2023-06-12,2023-06-16
R001622,O002278,5,Exactly as described. Very happy.,2024-03-27,2024-03-27,2024-03-30
R001623,O002279,3,"Works fine, nothing special.",2024-02-24,2024-02-27,2024-02-29
R001624,O002281,3,"Works fine, nothing special.",2023-02-08,2023-02-10,2023-02-11
R001625,O002282,4,Loved it!,2024-02-17,2024-02-17,2024-02-18
R001626,O002283,3,Decent but packaging could improve.,2024-06-15,2024-06-13,2024-06-17
R001627,O002285,4,Delivery took longer than expected.,2023-06-21,2023-06-22,2023-06-23
R001628,O002286,3,"Works fine, nothing special.",2024-04-21,2024-04-20,2024-04-24
R001629,O002288,5,"Excellent quality, will buy again.",2023-11-29,2023-11-28,2023-11-30
R001630,O002289,3,Decent but packaging could improve.,2023-05-12,2023-05-14,2023-05-15
R001631,O002290,4,Loved it!,2023-05-16,2023-05-15,2023-05-18
R001632,O002291,2,"Works fine, nothing special.",2023-06-24,2023-06-27,2023-07-01
R001633,O002293,3,"Works fine, nothing special.",2023-02-27,2023-03-02,2023-03-04
R001634,O002294,4,Decent but packaging could improve.,2023-10-29,2023-10-30,2023-11-02
R001635,O002295,4,Delivery took longer than expected.,2023-12-08,2023-12-10,2023-12-13
R001636,O002297,3,"Product is okay, average quality.",2023-10-08,2023-10-08,2023-10-09
R001637,O002300,4,Delivery took longer than expected.,2023-12-08,2023-12-09,2023-12-13
R001638,O002302,4,"Excellent quality, will buy again.",2023-02-17,2023-02-15,2023-02-19
R001639,O002304,4,Good value for money.,2024-01-18,2024-01-18,2024-01-22
R001640,O002305,5,"Great product, fast delivery!",2024-12-05,2024-12-03,2024-12-05
R001641,O002306,4,Decent but packaging could improve.,2024-01-18,2024-01-20,2024-01-22
R001642,O002310,4,"Great product, fast delivery!",2023-02-14,2023-02-13,2023-02-14
R001643,O002311,4,Good value for money.,2023-05-06,2023-05-06,2023-05-08
R001644,O002312,3,Delivery took longer than expected.,2024-01-09,2024-01-12,2024-01-14
R001645,O002313,4,Delivery took longer than expected.,2024-04-02,2024-04-05,2024-04-09
R001646,O002317,5,"Great product, fast delivery!",2023-08-26,2023-08-25,2023-08-26
R001647,O002318,3,Delivery took longer than expected.,2023-03-26,2023-03-29,2023-03-30
R001648,O002319,4,"Works fine, nothing special.",2023-05-22,2023-05-25,2023-05-27
R001649,O002320,5,Exactly as described. Very happy.,2023-04-11,2023-04-11,2023-04-14
R001650,O002321,5,"Great product, fast delivery!",2023-04-26,2023-04-25,2023-04-29
R001651,O002322,5,"Great product, fast delivery!",2023-12-30,2023-12-28,2024-01-01
R001652,O002323,4,Decent but packaging could improve.,2023-07-31,2023-08-02,2023-08-04
R001653,O002324,4,"Great product, fast delivery!",2023-09-18,2023-09-18,2023-09-22
R001654,O002325,2,"Works fine, nothing special.",2024-12-08,2024-12-09,2024-12-11
R001655,O002328,5,"Great product, fast delivery!",2023-04-30,2023-04-30,2023-05-02
R001656,O002329,5,Exactly as described. Very happy.,2023-10-25,2023-10-25,2023-10-26
R001657,O002330,5,Exactly as described. Very happy.,2024-01-28,2024-01-26,2024-01-27
R001658,O002331,2,"Product is okay, average quality.",2023-02-19,2023-02-21,2023-02-24
R001659,O002332,2,Delivery took longer than expected.,2023-01-18,2023-01-21,2023-01-23
R001660,O002333,5,"Excellent quality, will buy again.",2024-04-28,2024-04-27,2024-04-28
R001661,O002334,5,Good value for money.,2024-03-11,2024-03-10,2024-03-11
R001662,O002335,4,"Excellent quality, will buy again.",2023-11-15,2023-11-14,2023-11-16
R001663,O002336,5,"Excellent quality, will buy again.",2024-01-01,2023-12-30,2024-01-01
R001664,O002337,3,Delivery took longer than expected.,2023-11-13,2023-11-16,2023-11-19
R001665,O002339,4,Decent but packaging could improve.,2023-09-06,2023-09-09,2023-09-11
R001666,O002340,5,"Excellent quality, will buy again.",2023-05-22,2023-05-22,2023-05-23
R001667,O002341,4,Delivery took longer than expected.,2023-03-11,2023-03-13,2023-03-14
R001668,O002342,2,"Works fine, nothing special.",2024-12-20,2024-12-21,2024-12-23
R001669,O002343,4,"Works fine, nothing special.",2024-02-11,2024-02-12,2024-02-16
R001670,O002344,3,Decent but packaging could improve.,2024-06-23,2024-06-26,2024-06-27
R001671,O002347,4,"Great product, fast delivery!",2023-06-20,2023-06-19,2023-06-22
R001672,O002349,5,Exactly as described. Very happy.,2023-05-25,2023-05-25,2023-05-26
R001673,O002351,4,"Product is okay, average quality.",2024-04-24,2024-04-25,2024-04-29
R001674,O002354,5,Loved it!,2024-11-08,2024-11-08,2024-11-12
R001675,O002355,4,Loved it!,2023-02-21,2023-02-19,2023-02-22
R001676,O002356,4,Decent but packaging could improve.,2023-07-18,2023-07-21,2023-07-22
R001677,O002357,4,"Great product, fast delivery!",2023-09-15,2023-09-15,2023-09-19
R001678,O002359,5,"Excellent quality, will buy again.",2024-12-12,2024-12-12,2024-12-16
R001679,O002360,4,"Product is okay, average quality.",2023-06-21,2023-06-23,2023-06-25
R001680,O002362,2,"Very late delivery, disappointed.",2024-09-27,2024-10-01,2024-10-04
R001681,O002364,5,"Great product, fast delivery!",2023-10-17,2023-10-17,2023-10-21
R001682,O002366,4,"Excellent quality, will buy again.",2025-01-04,2025-01-02,2025-01-03
R001683,O002369,5,Exactly as described. Very happy.,2023-09-16,2023-09-15,2023-09-18
R001684,O002370,2,Delivery took longer than expected.,2024-06-12,2024-06-15,2024-06-17
R001685,O002371,3,"Product is okay, average quality.",2023-11-19,2023-11-22,2023-11-25
R001686,O002373,1,"Poor packaging, item was scratched.",2024-09-09,2024-09-19,2024-09-22
R001687,O002376,4,Exactly as described. Very happy.,2023-03-04,2023-03-04,2023-03-05
R001688,O002377,3,"Works fine, nothing special.",2024-05-08,2024-05-09,2024-05-11
R001689,O002378,4,Delivery took longer than expected.,2023-04-25,2023-04-28,2023-05-01
R001690,O002380,4,"Great product, fast delivery!",2024-01-16,2024-01-14,2024-01-15
R001691,O002381,3,Decent but packaging could improve.,2023-10-10,2023-10-09,2023-10-12
R001692,O002382,5,Good value for money.,2023-12-18,2023-12-17,2023-12-21
R001693,O002383,4,"Product is okay, average quality.",2024-12-11,2024-12-12,2024-12-14
R001694,O002385,3,Decent but packaging could improve.,2024-04-16,2024-04-17,2024-04-18
R001695,O002386,5,Exactly as described. Very happy.,2023-10-16,2023-10-14,2023-10-17
R001696,O002388,2,"Works fine, nothing special.",2023-05-15,2023-05-18,2023-05-19
R001697,O002389,4,Exactly as described. Very happy.,2024-12-26,2024-12-24,2024-12-26
R001698,O002390,3,Delivery took longer than expected.,2024-11-23,2024-11-25,2024-11-28
R001699,O002391,4,Decent but packaging could improve.,2024-11-16,2024-11-19,2024-11-22
R001700,O002392,4,Exactly as described. Very happy.,2024-12-22,2024-12-20,2024-12-23
R001701,O002394,3,Decent but packaging could improve.,2023-09-28,2023-09-29,2023-10-03
R001702,O002395,4,"Product is okay, average quality.",2024-04-21,2024-04-23,2024-04-24
R001703,O002396,4,Delivery took longer than expected.,2023-12-16,2023-12-17,2023-12-18
R001704,O002397,5,Good value for money.,2023-11-08,2023-11-08,2023-11-12
R001705,O002398,3,Decent but packaging could improve.,2023-09-07,2023-09-08,2023-09-11
R001706,O002399,5,Good value for money.,2024-02-08,2024-02-06,2024-02-07
R001707,O002401,4,"Works fine, nothing special.",2023-05-19,2023-05-21,2023-05-22
R001708,O002402,4,"Excellent quality, will buy again.",2023-12-14,2023-12-14,2023-12-16
R001709,O002403,4,"Excellent quality, will buy again.",2024-02-01,2024-01-31,2024-02-04
R001710,O002404,5,"Great product, fast delivery!",2024-01-22,2024-01-20,2024-01-22
R001711,O002407,4,"Works fine, nothing special.",2023-01-07,2023-01-08,2023-01-09
R001712,O002409,2,"Very late delivery, disappointed.",2024-07-15,2024-07-21,2024-07-25
R001713,O002410,4,"Product is okay, average quality.",2024-01-31,2024-02-01,2024-02-02
R001714,O002411,3,"Works fine, nothing special.",2023-07-08,2023-07-11,2023-07-13
R001715,O002412,5,Exactly as described. Very happy.,2024-05-23,2024-05-21,2024-05-25
R001716,O002413,4,"Excellent quality, will buy again.",2024-01-14,2024-01-13,2024-01-17
R001717,O002414,1,Not worth the price.,2024-08-22,2024-08-27,2024-08-30
R001718,O002416,4,"Product is okay, average quality.",2024-03-11,2024-03-13,2024-03-16
R001719,O002417,4,"Works fine, nothing special.",2023-12-07,2023-12-09,2023-12-13
R001720,O002419,5,Loved it!,2023-07-19,2023-07-17,2023-07-18
R001721,O002421,3,Delivery took longer than expected.,2024-03-01,2024-03-02,2024-03-06
R001722,O002423,4,Decent but packaging could improve.,2023-08-03,2023-08-05,2023-08-08
R001723,O002425,4,Decent but packaging could improve.,2024-01-01,2024-01-02,2024-01-05
R001724,O002426,5,"Great product, fast delivery!",2023-07-29,2023-07-27,2023-07-31
R001725,O002427,4,Delivery took longer than expected.,2024-06-26,2024-06-28,2024-07-02
R001726,O002428,2,Decent but packaging could improve.,2023-01-10,2023-01-11,2023-01-14
R001727,O002432,4,Good value for money.,2023-12-22,2023-12-22,2023-12-25
R001728,O002433,4,"Works fine, nothing special.",2023-03-26,2023-03-29,2023-03-30
R001729,O002435,5,Exactly as described. Very happy.,2024-01-22,2024-01-21,2024-01-23
R001730,O002438,4,"Product is okay, average quality.",2024-11-09,2024-11-12,2024-11-16
R001731,O002439,5,Loved it!,2023-06-09,2023-06-09,2023-06-12
R001732,O002440,2,Delivery took longer than expected.,2023-01-22,2023-01-24,2023-01-28
R001733,O002441,3,"Product is okay, average quality.",2024-10-10,2024-10-11,2024-10-15
R001734,O002442,2,Decent but packaging could improve.,2024-03-05,2024-03-07,2024-03-09
